scenario,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_1478,43267.04603583815,31968.29385875801,41538.25567002344,42712.96997252651,45625.858094260104,42548.103729943046,40023.095731896334,42602.39281763838,54221.68209994432,50034.72638784733,55234.22856903565,50889.52546425009,65535.77762276855,54060.8271609627,67999.66273826844,57491.175073475024,59810.34769620029,54221.58650714563,69319.41268161296,53858.33325147694,49551.07296505424,47985.23815660147,52248.79946802304,37236.94103668867
scenario_4237,34770.33066316879,40649.263760944035,42808.52092833489,39502.07187651169,42034.22596168675,45755.92106433322,41823.05701762561,50852.955273933345,52227.8682499668,48056.34822536348,56130.6494047694,56226.31261397722,60326.06846457536,59583.45659574965,67200.822398985,65204.37351580291,62311.47733080348,62921.47618014558,65671.72223302712,50095.0451832869,60125.16553590926,51298.19986208643,50297.234121851965,51231.53341785484
scenario_1771,41195.617011749106,46179.888691708205,35400.12891745846,34088.11603338781,38779.16418302448,51171.05587359529,39877.65757331592,50079.6897788069,45195.726852947366,48970.03155058773,47365.499798093435,53329.78424626317,60454.856575603306,70582.8867104099,68333.51623873095,53438.84888817324,52223.88044895772,52696.25437925109,50577.4964724438,53726.98824224555,58158.39462865713,62470.058770076874,47288.77392564936,49525.39748913599
scenario_6436,32249.36872489532,46135.13249174883,37914.883967532136,40379.33014499844,42057.37736382066,48112.478801446385,44805.16818321921,51265.97560749443,46796.05027433507,51944.14363199806,57039.86732718171,59963.89887931078,60537.24065139844,67325.22245982078,71035.68464374762,58925.46755826775,59321.08646615691,74488.19213674482,58245.961330413455,54168.04451728822,63692.406862602504,56988.9324857668,53814.56158798415,45655.22378311281
scenario_1443,41384.78014050255,38681.74657975526,39219.532942672915,42439.66188401736,38785.059526776546,39117.95125331275,38109.18049995369,47404.71081443213,49544.59335178547,44587.44812828746,51009.54515812244,65608.01993585248,64499.21273789938,63318.2467378726,65132.59319178712,69693.54567777546,57689.25083228163,64529.9949248424,60794.78459630759,52254.25462915677,50428.14154280853,58138.096936596296,43490.85186962118,45855.630619094896
scenario_2635,44577.63592602815,32711.281030051683,31688.21106370404,45239.18263955219,43048.39339554103,42344.69650634031,42281.50664942864,38790.54556313854,49615.5400972168,55166.3531007859,56180.67387043207,64510.6190304567,54109.443078552285,67586.8040979063,55051.677583333025,69311.99513467345,63092.69260916348,46383.79020203792,46119.40035389343,67268.95890715683,64638.548527323066,52345.298867682664,55663.126412386155,39778.6180695718
scenario_3083,38029.34027387254,42159.57776434001,33964.76884899499,36107.295811575794,29881.955869917976,50889.5545018572,44622.37988333175,47925.294360231135,49169.69556565717,51890.054433952595,41161.52177472727,56402.80504394836,54662.20355856506,64266.64154979657,64822.59872269103,55070.227985483885,61800.56593297805,61409.46262856999,57745.36970841211,62900.60810283365,59399.341611382566,53034.545725647426,49096.98741614405,38691.37747569979
scenario_3696,41194.852235505765,35317.59874113036,39937.649298500226,37835.66520782006,35936.58454106371,38350.88459673839,36196.85488158255,43586.72718097055,39643.275904399656,49951.15778632706,57101.629451448294,65804.70738922685,64248.45247324875,61263.848300235295,56748.29053264043,58896.22854434245,66728.50598814785,66929.4305090744,49864.268711669014,64204.331075155686,53935.09559308251,57403.21031492189,46555.93828187267,37874.52728054892
scenario_0153,47375.60792494242,39398.034146655555,34993.70420539688,39030.92587697125,47116.21692939689,44684.60954642692,45938.03441947193,44258.07258781212,44061.08733068156,48181.03999360212,61035.66288317081,57152.108520948255,47932.9858455663,60939.90090314408,71617.34900087625,69834.35234755196,54187.207508703155,63719.6041845226,61598.73977276852,48717.76714815873,62636.13925254137,50346.60607343109,51367.99248745332,31422.76708674466
scenario_0537,49079.69587604419,34771.00603850373,40794.14655376232,43169.46227582668,38056.11366184609,50881.110031585726,44564.89294828015,45604.67951970943,44524.227324127096,50912.40329510666,56074.60039921335,59312.75279951683,55212.03121607263,68588.42546686297,62289.002227282464,69625.7688508877,62167.26766841428,70784.36204029078,66017.72023217978,68257.73324939505,54405.994715079134,50209.58617069755,48927.51672815642,39259.34252284771
scenario_1218,46818.38701570698,38612.11036514963,42446.35398944929,40538.38881828466,39523.773718906225,49187.34992754897,48083.82263684755,43018.35517293175,47808.310289396984,56745.44760103159,52652.18039645264,57282.53557838932,49599.193391602654,61709.20768207136,59144.925807284184,63179.38028335079,64672.33401593398,54957.857458282575,63613.8051088485,53771.289724457885,65334.93821005715,59969.37518382179,46484.38261591655,50587.97886504976
scenario_2665,40322.117437619905,48141.52562914369,41484.34405268728,39382.919333487625,42588.63889538388,49690.64713047638,41744.76038964528,46457.4754277009,42726.22213999531,48508.81299185019,48820.62602923571,55645.75049841201,62318.18911843736,69704.46904204416,59146.441256952785,55355.12781364519,67228.59509096453,56528.33261415136,56723.57779048076,56954.755021489495,58298.77385936747,58402.08209666518,49314.19376919785,37599.09429217396
scenario_1350,45751.67802294498,43606.87848800617,35908.41312609772,34142.98237154422,42736.20980593748,46734.45464065,46749.04832273801,44068.32821708712,55754.18016655682,48283.90416578472,56038.23860688774,48061.88310107852,63866.58174862337,52702.18358785729,65775.88892831311,67183.82794748602,41612.47722518423,55524.62651519688,65860.9535785584,65776.6464155863,46842.58808793334,56776.1303841,50000.46335168235,45887.61030725599
scenario_7373,37330.010640967186,39689.86378798545,38972.057701909034,35744.16449055588,41994.14312970784,47497.21059519573,43857.62776886429,48770.85136787839,49417.63973575761,53793.84115360961,54125.991630457815,64934.83719691558,64664.73775234738,67376.64795753505,61309.12248848518,63058.49128669554,64718.6403248868,57883.380711448335,68396.82631768056,51488.694417401384,55984.463801795515,59783.02238260771,50863.852882783845,45877.960298857266
scenario_1993,45134.16535969052,42838.83239998051,42464.33776303154,44351.02627096542,35678.41668316079,50475.613342050696,46249.04942325458,41665.35306532442,49369.19596573349,57651.59940210457,57234.81943491199,51328.938947646864,59365.17913634284,66756.34678167664,62106.689856960875,54433.42615136335,60339.1855596025,48660.22001166313,68718.63222479771,63561.60951822575,62481.31598736528,50913.6401873304,50674.0297453964,51457.71705132153
scenario_2838,44649.46059320213,44340.46855097483,43648.38940079752,24403.341711405483,31420.19780380685,47136.37429592887,36399.35370840394,47563.29470151084,40914.56108846318,43061.41015958148,55695.67393386041,51580.76506778336,55827.643645276825,56051.93140155224,61623.469480953,67461.21292999473,68616.97405164284,63444.29921348656,53427.7792732466,41669.42250231548,56157.75516999315,45191.63135424146,52127.28651968637,47893.3926445248
scenario_3484,43463.206419234055,44080.32054144704,33505.75012310947,39316.73156474896,42841.46429605855,45679.74578048893,37339.07683855238,45494.014769375986,41677.75050057815,47819.68635540296,55174.43506782373,56230.56306186548,58759.13654205345,61836.39843645582,72306.709542689,54940.387852714855,61214.09776485882,67070.11424575369,60859.02350070501,47906.31637109601,52134.82169176021,55603.6658313338,56896.7740182404,36794.67251546343
scenario_1887,40397.76422642526,37360.28855920539,41570.117061382814,34524.91726934998,44236.44123643525,41135.4192854552,44466.485663018015,46087.671906752694,45756.064636364,51276.3372561492,60795.7383438344,62141.29807715925,49444.52289160291,67009.59188687024,53438.83413172332,53118.89349915649,63639.04200805089,61252.25452610594,62017.909807538366,48553.54457349091,64026.72922109589,54437.50044413579,39565.273160381854,47999.7520928468
scenario_2106,41406.96282909048,44088.922562193446,42599.8746171643,46112.3831287093,43680.942551840315,42744.64027164214,52358.245821797194,44827.4131995943,53104.25369209415,51676.86728731369,58415.32704669029,61044.01796437965,59865.25859840002,60671.74403923457,62380.251880957454,59121.24457647353,68574.64226849454,53604.82922570986,58551.770243582505,63835.646048620576,50221.36557923175,47075.48852616108,47642.796310581296,38818.42724581485
scenario_1994,38618.89853119118,42872.51875230235,40827.82741861189,35865.93213306524,38496.859087915385,43942.47760037813,42486.70951617117,45103.082214434864,44734.783548808635,52791.50134488896,59549.98808655963,66778.57427927305,60412.416735119026,66694.2515441713,62628.72473689329,57166.438657209736,42027.28399153001,62915.52122669478,41296.10565899767,47700.237338202896,56550.91188081509,50053.51027219304,46775.10229089158,39670.41801829798
scenario_5172,43392.71585926534,39483.35195427145,34748.706751550664,38423.08059458399,44122.133224059355,49221.98190997868,37847.51078172216,47255.96834236016,47312.23576251864,58715.485707268235,55058.17796362123,40923.78342830729,52218.73086465693,59785.91636520922,54891.36889393545,58180.48656713485,63962.47207220289,59766.57175121333,62461.8218550306,55687.738959882045,59845.25973778552,49372.83835260918,43391.413659053265,45557.65564293063
scenario_4823,45230.320017311264,36658.47124748125,43159.23705579611,34063.55093394097,43094.76918366037,46736.088979678185,46319.48305942794,43017.20119349392,50212.71825882552,53130.43923669867,47550.57217087429,61699.65204274232,46130.94536104069,55268.32871394188,60285.66099001614,58636.723967052705,46627.531114806094,38163.15071898138,65350.60300634318,55708.649638506424,50314.87197978614,57139.739777487135,53841.41214320698,39334.77576087453
scenario_1043,39023.59029622509,47353.48574966811,35142.084862498596,34921.108179545205,45410.04083409272,40566.1485520706,38477.63453859197,46501.86684631348,49575.04801928887,48872.44477259336,57025.96721270926,58917.68785971552,63488.61216861225,67452.88941037795,65143.79186200006,64324.43895959814,64189.114071611766,70472.21420649503,59649.256625703,50502.87132043396,57565.81638509747,55574.826494689754,47407.04156294521,38953.28545017158
scenario_3528,46237.15282029234,44323.7224137215,34184.70739446301,41016.755217193415,38885.63345886684,49781.79146064862,50624.82123091932,49769.51702458088,57915.65435090506,51549.37394560697,45667.973570519025,63532.734820842845,52621.21109954799,54940.58119575422,65557.01177728154,54725.33915431302,67048.26946815047,62014.737960319944,55166.211696164384,62691.97427698165,60024.14588293357,43210.61767655267,50803.334530870416,48666.46877408119
scenario_3536,38177.00619179607,40846.39308492049,42325.80734767827,36335.377248438315,43266.19611305994,39915.253033635185,39134.61759493136,46921.827579928526,50719.70768978872,49285.89490508896,61523.104660972065,59241.60218653491,50176.9770671121,73148.0867819764,66621.6355153093,56024.66257779962,66951.08435246305,63583.77303283474,59798.7827109633,59684.56240311823,60637.84680575187,51842.63843247751,43763.76182624604,42094.67143945507
scenario_7363,44333.26906377697,35769.46825625661,42509.7509494656,41413.000614897355,37497.20982675857,46355.78038809171,42007.73933754362,42232.88129646556,53372.75197575129,45197.36480512229,61302.34058908959,60986.3601619267,62841.03517482014,51932.44354131192,67581.30235911062,65704.83227728125,55395.17057703493,63140.16386276273,62659.82897893155,48759.58539274094,53275.203416261735,57094.22748731398,52343.539634247085,41403.84511680979
scenario_6769,44396.80323176425,41423.861061778414,30710.06813812616,42571.38837758802,38392.912409838405,48741.89493943604,39657.868644479335,37429.521462863704,46990.45788043108,58896.154634607294,61476.657656739015,44339.384392322696,66072.15633036148,60025.165551657476,61254.12814041054,70769.68755804938,65375.734440612694,55563.54851858134,64048.80682259537,54134.86577640945,49197.65197290338,58539.64017918105,40574.256729566594,40285.93294226514
scenario_7045,33403.17604192586,34126.630034063404,41403.94796291108,31966.90795072203,40936.202210049494,42129.02110891801,50346.46664719789,44618.03944443024,37208.80101263659,53914.445185681216,57365.331224753536,67659.89908618567,72504.27643163185,62695.749956222,55980.31136511092,66923.0717345357,61487.72633950044,61057.234327923696,63681.651158313405,69391.79536378146,51621.544330359786,52969.147341468386,48359.08498702975,45384.39978086896
scenario_3072,38225.47157293019,50425.849325161085,34573.324395591175,35365.95909005156,42356.34942577768,39586.53663012345,49058.14644570725,49396.21327684684,52482.44385019864,56564.97226097886,55260.131607205185,57578.5540767088,67245.6078149477,61396.68748072177,70290.4297642417,68519.47575440347,61204.64523765005,57870.87943896709,58383.44244131341,59180.434823813404,56203.2638841323,49223.420389220155,52811.17300251302,35393.64801180332
scenario_2344,48186.795844963395,38973.53694095302,36246.65344740416,37704.56812349087,42529.06323517286,40641.64821844724,50471.12669678257,50397.963474790726,47235.1617077576,51191.565754481475,59841.477220543515,53955.18077672677,53561.30639442075,59520.62636986328,57929.723920804965,67291.76294003229,73143.89779634058,60747.02061956402,59473.807877478524,53307.138302032945,56337.42803593784,48173.33709244881,47639.58067261076,49931.73111907285
scenario_0322,37387.054200751016,35195.121087174346,35940.33571651021,41463.37063290585,44586.15614282948,40745.15477089302,42356.663551483914,41166.54127847776,47758.31533267316,52436.22905623068,57099.539181881475,56673.03808609057,61552.06395979889,65564.21405470258,60211.64317236782,55287.53172638331,60853.009919704746,56273.42563981026,66073.45019089231,52507.88220884661,53552.90897543761,57299.80853674675,44969.48399793604,46758.21420121843
scenario_3580,47155.80916852906,38564.98553663882,33235.24492321392,41298.80856232645,40099.710610117865,45051.34782854525,47360.63778740022,48301.17164195375,46395.60334277488,54427.810023820515,56635.686277433626,64231.40259204825,44321.95088222339,55795.24797742192,63614.32220934105,66468.96518338771,62862.15586573591,48627.567499377685,50897.53001134153,55079.23447148149,60164.940236940005,62293.23180421449,41603.87773074339,38756.458004767745
scenario_2609,35717.117446980104,45514.402149198446,43028.502711069705,45268.16000876068,38046.985915284065,38884.55533299808,53780.99368101524,43453.12367348426,47442.86305080826,45079.66486099671,58643.58322578356,51229.43370259079,60936.34239174536,51747.40225586941,64544.715075284264,57656.72316702485,56297.667475183945,65868.18304315575,49089.19490968845,52725.83827689702,63660.28406380544,51628.84416280739,47840.39203061542,51401.70208465969
scenario_4949,42859.38015328436,45546.39303292202,40831.35634661648,36440.41764272788,46740.015612327275,37221.931255323216,37699.14710010846,47738.1337840574,47673.05059798675,51188.2387547049,59410.98160059042,58442.5275141758,62278.5006904553,61440.075930566425,67483.97955113558,73616.70128401456,70915.13797219553,39012.51018767884,58193.82210765608,53418.884000433936,59041.6234245411,59675.99033605088,51125.79063763904,33665.84469559176
scenario_1800,36346.60193573823,35643.74569882943,36211.610672991505,36329.21849081399,39725.12595691801,46749.31687351098,34458.06903647854,41348.82144832916,43088.70660237928,49513.05740881022,50806.2691977924,58009.82912815824,65228.051553797486,45872.43707251098,67730.88104982807,69297.25971951823,58998.12586644618,59662.72999986745,58027.9928173928,55016.86743234998,48340.2676214279,50814.68840711518,44588.98579510049,41181.76724930314
scenario_3004,48316.25767125219,41737.17585002101,37221.90035934198,40147.71896164304,40682.671116007674,41710.69074099476,36818.322819713896,47011.00139391328,46176.778582050625,57195.97056931243,66102.13573815188,61397.89054338688,51208.1864360954,65529.6508035319,57962.52656164224,68476.37034021283,61150.20442148278,58922.63046222096,65939.06972180563,59001.1179418311,46061.500785777345,53197.554042169235,51889.53827053008,45838.73561845235
scenario_0931,45488.327487794806,33571.373178965034,44588.23791262333,30953.847486063623,42106.96561484256,42442.839619637714,44447.863770347554,40504.71123380572,50232.35687755739,48414.294866460594,56317.11975153768,60283.21713665278,56363.37533809063,64453.31549916721,67456.82289071256,67225.44708528554,73576.20232667771,60311.876404890136,59590.48714791051,57158.26370086223,65614.3278730264,47947.424228945514,44208.7921421704,49940.02194213687
scenario_4708,40857.8256288995,41515.682344671724,40537.95270925829,34170.11941191752,42476.84156478046,43002.77671041197,45320.25089667145,40415.62219788994,45294.20819474252,51690.145711679215,55332.85026850413,65419.88544395489,64635.64403128969,59401.52320341797,68780.8916745413,52199.070757297784,74307.96359195122,62483.23421035358,44551.17519768862,65506.16637211363,54543.82381420652,56171.060920971875,46037.50932654748,40608.68767495542
scenario_7220,48169.82254013965,40975.684533970096,34264.36298263588,37314.4248747367,46267.2232862236,46055.20358375429,48832.395466055714,49181.09859680342,52263.67935120456,49556.06038867855,54959.92741959117,67977.17902246818,62483.69072846583,65136.39232369607,63339.65830754912,63306.60414925056,54733.12716723384,65056.40443775599,54445.517444606856,59322.74311289433,61457.260369785414,55597.71747952625,53277.67733781384,49321.2973636918
scenario_0084,41194.67634042273,47522.03581042019,38477.55438711941,41497.10261855791,40239.367360848024,52699.92803194328,46101.027960023144,46779.500430257554,47060.671700002786,47377.052245973115,61943.03744322215,65494.34611228109,53787.973367293234,63292.637886191755,46530.64614270844,67543.78361792638,57024.07671240234,66406.53454111487,47854.01721110984,59348.015670901164,58970.30156690259,53454.30466323623,43518.11479050686,45453.02406041093
scenario_5397,42481.073782293475,44693.131301296635,37579.520980500616,38669.058026391176,44592.08538499786,42096.13455900008,49586.960301582425,42784.9640141408,46116.55867078184,57801.40774927961,53136.86034880908,57522.763144596174,59946.77985517489,59516.28724430837,65003.53026116397,48293.923545585225,50681.78138490329,60009.61108520488,60710.38461587693,56985.0833964133,57848.04030736022,54176.63257146134,46575.10459630554,45660.23107803862
scenario_6557,44318.67719058259,41363.15833858758,43846.157347202934,35905.89439293345,45608.479122469995,41168.52280846743,45475.471324767466,45785.56136074408,42911.0959249072,53421.88306386981,62961.31546333466,54571.76807398714,59094.77356710288,60273.61421595588,60979.97040237048,57805.55779715676,52050.369556681704,61004.54049412115,58685.65211803708,57988.46872139564,60984.02470007075,60727.44811640597,53209.1977690377,46266.85407995019
scenario_0109,36095.432307451774,42495.18287402616,40326.205809891224,37875.31945590312,43703.19613930312,49008.39053987079,45637.416428938785,36163.38804251627,54036.20164245509,56701.96316055707,63854.85969973275,63482.19727612138,61323.59965619458,57607.73097938694,71783.5760991771,63682.408896792105,69014.90908252528,59867.84383943153,64193.19364312783,52661.47072637206,58536.001159542895,50755.72492764464,46031.035145033,54443.984954666776
scenario_2556,43641.618950060336,39639.42264280977,32453.599142026964,41046.59491574144,37132.5050644125,32204.675857134054,49104.22974296154,49085.012344351526,50701.039613346926,49977.65930331733,52735.64676727242,66958.1249271885,59353.780855944984,54262.51599640637,54407.611280658806,69221.98858137208,64271.385072805766,67474.5799602182,66353.24522267534,60651.483810834,58471.85512372216,45724.71423069728,53926.52707030689,39717.370230912726
scenario_6139,46641.19021626857,29844.90655768597,38338.817068717566,48123.12171509513,46632.60083242832,44828.810546931854,38491.907724453995,51164.04980037727,52095.91105054863,46765.19361286431,50152.77912108476,60791.48517760594,51245.91611157472,60375.367553530275,68210.97841430176,62871.25439104784,53189.0244098423,59536.2329241785,55314.89896552235,61243.89832022121,48565.37068832972,57554.71538685128,46066.73282035841,34838.497015689885
scenario_5303,38129.05630054391,35851.8271561657,43231.77947282584,43680.09832350996,43155.833040166486,42055.89829338368,42667.08643421746,51524.27269751347,46931.9818530867,57078.98050298984,45014.96569637263,57192.47965565355,59844.3729360776,64563.16465965766,62119.78032446464,63741.51323502605,56209.74407841717,59078.67449851408,63217.45840752604,55866.85778666037,50511.245616619686,50574.332596692955,43703.870205913525,45969.538777461974
scenario_5098,38510.231186281046,42480.878466237635,42751.35588498,40957.50171037059,33764.990623759135,40774.97644144697,39721.39148581705,46027.48678374263,54723.30331044657,54178.71729025424,51506.93145192809,65170.87542496746,69423.87196072914,62112.356534775885,53537.64260921737,64574.06564730537,60065.03105721145,66115.23158956457,67726.65007315713,59313.23554668485,65787.20425315664,48747.399209067495,50574.83702535466,47628.79684149575
scenario_4028,41894.83987493021,44568.91750665987,36206.986645056335,41203.01724214898,37597.118221921526,40879.028322440296,46646.47030639964,49241.10150360287,51913.099418964775,56082.137332676895,46723.70887720662,66623.81374534027,61781.67604459523,65969.75242163871,68399.33483356397,76005.76283103305,61361.704390628016,50446.03345820173,69820.80600043763,59264.22837823217,52181.73159494747,54843.43290304104,43253.77303178953,46439.263900520105
scenario_7488,42182.76893204859,47643.25048602632,37922.12702309653,36692.578808147126,46073.98473037051,43498.33192784528,42657.59733048357,40669.956027713975,39367.96982538557,54612.384037001095,58187.49834589821,61081.80722044318,62036.7617852344,62797.09397320032,61131.48900196721,53741.07504073536,59670.22093364078,74193.50631253453,65146.454152531725,63391.055110200105,56452.15677139353,55311.174553019875,50190.94114871007,45138.69008549393
scenario_4624,43318.42849067065,41586.73626845491,39756.65378222634,39170.72119572332,40329.010485767794,45409.31661723458,41364.89400816807,48076.100831034455,56168.610914748984,52016.484141543915,52644.96331971248,57029.34825916372,56127.53734896952,61865.87870487316,56589.78164731803,61140.58993295489,53300.11897025192,65262.78629194321,68410.61087208416,62380.32189196118,54707.17722916865,47999.813282200535,45434.8167675829,44349.08524455333
scenario_1647,39087.809044012014,45848.41948716617,41098.29082066845,36351.178177393755,37342.391480606355,45953.308314074406,46039.12079794508,44130.79124919769,56599.66049745139,55350.57341078616,52832.19761607807,52123.7168948844,62047.05124489824,63322.10696504628,71855.11043606499,68033.70841046011,59028.74650597872,67136.41711286674,63229.85694947168,62464.69652719597,46803.92502525657,62034.54514037724,51686.03257413462,50376.22003447056
scenario_5759,38174.87366449441,42437.69903289929,37808.51383622481,40648.88202459995,41829.658862497745,44783.83124586509,43527.034057051686,36523.79681851016,48818.89470728536,57222.47714152,46367.2487198138,63712.33898378459,52113.56123997272,70037.3506541383,69051.60146476829,55783.31874418367,59291.45497278008,65839.99976312368,69617.20070472738,65178.354261525215,57299.02425143827,52829.70609091545,34355.461865278165,39458.4918365209
scenario_2435,37250.62045063166,39753.41825516811,43030.58460803146,39165.345310117125,41593.13229020669,39128.01803008525,48162.51440129941,45900.579391043066,40373.43501440604,47038.689810408825,57149.65316695844,59123.2589345708,67621.12256702095,59023.89935386584,74383.56038332672,68407.68044010448,72426.18955167173,66031.82083966886,56924.70279662702,56977.76618196917,46512.97963163049,49167.34202302878,47585.10135415873,47599.54058599719
scenario_4897,47896.75733942011,38893.14994662933,37538.74721655098,34777.720966991394,40524.1838448029,49082.30884485565,42890.769574772305,36481.904040128225,47940.886069113934,47674.038844309434,61784.02704105215,48935.296046252384,60938.730053266365,70568.97587270844,63974.46246204492,68183.25848356153,52085.14336570221,51369.84016416071,54111.43066610837,52023.22171615339,51386.741868442885,49605.11545046688,44960.72189449471,48945.64630470366
scenario_4007,47072.946469701215,42367.37304193028,44060.50341371196,42351.32000428595,41836.126641207295,46648.26645884271,50396.862106202185,51415.18236536782,44940.44491311637,53552.495665022296,60910.38655779039,54679.304993529935,62187.161731167114,58995.05466772207,64350.432076501354,60260.83498618717,59227.263668287815,40971.71141389985,52149.44355115365,54509.03185958852,57348.3373388401,49890.998386937805,50955.107716217906,49764.3870406786
scenario_7264,40199.95063824178,34821.15325461096,40181.25214158745,35249.44862922782,37344.04352540051,46252.298589834725,45886.47491109796,45168.07502019717,47277.74119201907,56865.285144769885,53918.441773678904,62584.5851045865,62888.645695259984,64578.68680617055,68366.31222556849,64876.90764874891,68414.53047851202,65415.29391051622,60451.73051749544,54667.39606452613,55479.61237037643,53608.628430866214,43178.253763000175,50394.97974610461
scenario_0154,35256.13870448643,45609.57356243795,32446.05979093188,44889.93973805865,43920.702884018574,36830.91697014218,38783.60970016422,43698.165516553985,51975.11829113688,52933.2356894974,49566.502837493324,45233.8381711925,57828.8585882779,70355.82297690332,63749.63390946357,70281.10561772915,70852.50592544832,54867.01885213743,70928.3632711059,51394.98969597936,58920.91277226053,49031.18456177335,50608.28203207714,45811.07681145042
scenario_6843,42479.14636533355,45617.90302325384,38684.4996589383,40090.862219139715,43738.158834303045,36482.846240158455,47142.63695504094,49709.0435777069,53142.35352915986,52017.80323952756,50541.48293058078,64256.25467751682,63941.90731651195,62331.0218329982,60569.53670829172,58606.17571241071,60648.648818671034,55328.60301570266,63478.97764257267,66492.63772518978,48850.335627577384,47289.45338743478,54189.98702667448,40138.24555984758
scenario_6515,48687.128508926675,40444.55783572125,43916.524073037566,33191.57961957056,40050.6186738066,48252.12730517492,44699.6055806099,48122.92595053238,39065.12359948584,58757.51508585093,61589.70009887003,66967.14902340782,59126.30092636358,61525.93883791541,59258.40024092603,60695.83754602552,52773.83663124362,44492.25296752036,60668.64447904183,56859.12171922624,54018.14908271341,56019.61746606586,49229.64506882751,41849.53887908811
scenario_5220,43946.24975054318,40299.22872183676,39390.17102482013,41586.53305182915,43971.96123901374,45674.649220521984,41195.95254659047,47551.01734068229,50471.75304670269,52678.04328987803,57410.41550407863,58146.43936061425,61187.59099381318,61045.97818018082,59578.5255850351,67145.36367186693,75749.22249263893,62412.3267320973,63983.09058390799,49236.92962619689,64952.34596302106,53021.12340463818,48084.90377786876,44157.28078663579
scenario_0026,39960.77591101292,44762.039733468344,40286.042456795985,38504.33745651884,47535.717036438626,40577.97439968388,51815.21776087073,47442.44016940752,46207.48573252885,51179.65282060029,53651.506584855546,54474.63582137899,62962.45093127302,66876.53528312255,53335.09988822247,54403.48287382312,72010.98965034378,59941.01617835716,59093.45886248506,51983.74469693619,56691.17602687404,51917.01511736993,49842.06243779137,40990.06142025201
scenario_3436,36354.062284887535,39915.84962306394,42413.43442388205,44673.915805052,32345.687690667863,38110.067238865035,37080.447454141555,51223.01512687289,51651.48308549395,47735.912144006805,53904.24031450817,46371.34601839521,65002.85097598797,60386.243392434786,71243.53373623436,60096.97365492628,73728.35758583965,41964.927529646986,64443.31620468622,58417.10476600951,54054.26625012075,50887.36631398219,43070.12299304064,43928.76706961639
scenario_4382,43353.43891623625,38671.43065435669,40639.22912313183,44865.1619857212,38093.33943104046,44010.21582370921,34015.727138170216,43533.80999291448,52430.850605822874,41843.283445243615,55745.429664209325,59806.394363304695,62020.29802367325,61278.62407131549,70482.59529084733,70279.01018311788,67296.29799151588,60249.14732976615,61575.42464308631,66684.33636505106,51352.04711177803,51587.79317911851,46908.41050682218,45035.277185878585
scenario_5551,42743.816700830896,41479.81540811109,43359.38577216106,39540.072888342824,41468.48122267292,44398.982991913086,52124.29027301732,46692.710630530586,50654.11723697301,42452.4935943734,58814.59720931029,48391.51368916429,52334.027301024944,58084.12570637048,62390.68565174796,65234.39267887693,62208.573895776215,51317.506608512114,64011.66777497372,63213.315071110905,55270.392220713074,57863.9627682761,47123.5584697021,50069.514566887134
scenario_5468,48538.816414247165,43098.537855323586,38869.37273418681,39103.79605853328,43933.766600797666,45418.27628516203,39293.91181366172,45948.75578344352,48942.56217431624,50855.07017304209,57451.45734250868,61648.86432010648,56343.9394184278,53653.35757785811,68284.06531755399,64488.83582733671,70342.61296496056,61351.271283369526,54831.114204754944,58014.37747125361,54067.503063332224,48773.095074784185,47725.546997362144,49797.62852094465
scenario_6363,32306.449559611676,42423.51036371451,46668.842305052145,38784.64308220782,38552.56462083192,37554.65167258033,46184.30463221965,47740.42776774684,47266.58394687224,42761.42747104429,56498.737795067216,54988.30170754228,62490.543864738254,60448.14321968277,66436.62475667433,67701.13874357766,71247.17625348577,56518.19931445795,58523.557300028464,55355.54022436145,62451.87673405789,59975.36164213212,49385.87481910443,53564.23213752775
scenario_2669,38424.83551695895,36378.16945789225,35129.22066343465,40422.08862644313,38142.16649481914,47089.70290418487,40667.50716898192,44821.40888788498,52059.57550639999,57429.78328827005,59138.996477771296,60099.16865096243,63497.11600426302,64543.55895129354,60895.00834921566,65254.83186185828,58307.25651187068,69186.09520479098,60445.07084302781,52324.4222194456,58199.82017074806,56239.39828540129,38527.48201880856,42752.83175290054
scenario_7450,40879.88800876371,50202.38172759227,36541.33417526781,43211.66211470703,47737.25667989942,40545.33170304012,43058.735299122454,45985.64792902708,38809.02735560599,49449.813405840134,52875.6864496113,60874.1141090276,55652.91057993845,56759.779830958265,70734.17578732237,70865.13116692721,67627.00628617032,57300.89287534518,46952.293941960495,44629.098525177506,54346.398653109005,52412.95919926425,42493.95315111881,42213.03202907934
scenario_3904,38943.406673050195,40527.76799490124,36444.27376008069,34424.56998025812,33754.766218726516,37196.64532585534,48332.61957760323,43611.19108386843,53648.17216194896,51670.97277689334,45823.505157611085,56436.12818771714,57998.278205640134,59607.64347428881,61472.85593663123,61297.26545723665,69865.60323215355,67288.90126750227,51035.50024918837,54893.06567980525,46980.764121201755,49967.38873417674,49830.35087202137,46793.29484770793
