,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
scenario_2046,41704.50551504301,40094.762428870104,36557.146139426564,31938.872895110668,37097.157739730574,37685.229682014164,31116.44127656686,44729.91988378242,41464.4078526802,48582.229532456695,53488.79896119913,59650.32246058168,59896.11199586705,62560.380465721915,62488.87139190399,63649.642968883076,69418.24533678994,68901.078925675,66684.67621022969,59425.7420187366,59699.7590499982,46971.040425074956,50233.819154048746,36967.58545319496
scenario_1195,14798.08621664931,1000.0,10914.093341762047,1000.0,14422.696699396507,14427.279659322765,4371.541742597297,22421.608076089473,31500.893883400066,46718.30304053295,50054.631095067445,56136.49772468643,53038.44869612209,58629.556162706824,53428.37007363062,59619.449822281815,62212.146481225565,62919.61735352994,60120.332268994614,54871.16956487792,47205.04365974253,25241.59681411564,32773.28256423476,20359.162571325476
scenario_0149,34362.384054353824,34658.13487670505,21064.79391868544,24321.164351235504,28695.030951426674,28308.958867644695,39145.53852232416,42836.60296979438,50379.55642056577,54034.28128703368,59557.84003068182,56097.427129052594,62388.45101670234,62103.379377237216,54218.836618156776,65693.76303506737,66053.61319221785,68976.59483275638,64339.55566913086,55438.16443540086,54949.4316720953,39756.55173997847,32232.45370065683,32983.83638385762
scenario_7071,18208.56193271806,19201.56497890424,9800.99789554425,15288.279847245241,12367.989184517115,5211.987744034166,16511.255026376908,23843.772221207466,19563.857309046685,23406.023678892052,31181.628155232152,34214.004198710725,41006.0392251218,47755.150010768135,52418.15361973129,43312.27404916926,48387.974009010715,43730.85936772022,54761.96848313615,42374.84196611604,37804.25287341328,35539.280911189024,26494.145560154506,21167.619605219028
scenario_3736,17259.610252597522,23769.103963022262,31813.756184585392,32625.84374546884,23014.99198300651,30577.522183333745,30070.853548702253,32814.3654487108,40674.375308741386,39621.127895685306,45866.983030431256,48482.30756160156,50469.67567887595,50640.54414335879,56571.73539796537,52546.876136943916,55097.458053320115,56057.26309414002,54802.47483433193,53693.87951331848,36896.52439623787,39968.535297914,24896.813565339085,19554.55403604217
scenario_0978,43275.803826478645,43818.78807004904,35619.01064319326,39589.57115174332,39797.04274604518,42368.44217692809,42406.15272325278,44854.22853582844,49305.76204365762,47498.83732645093,61525.91702769593,53630.16850521163,61759.83935274445,57197.81634280943,52816.50396197074,56505.81518707448,45356.76016171296,50057.734936195964,45627.07192186067,55559.8323777185,51572.73154240104,55680.68857979947,49196.66320680989,43015.83225080433
scenario_0453,6921.1710234297425,13862.258830199735,14983.731254407307,6650.268308188606,13142.191478767567,14462.166693290383,14949.72611385677,17852.77064983766,14027.892626149945,19737.2538611563,42573.12244741735,43311.60652173062,23044.079323353173,34752.719425437,42828.39540178943,38692.70481834232,29446.069569562438,24497.780610362464,30537.087808263008,15038.708199132234,21232.30640500937,23776.8289599962,22803.994933118447,21595.56095556903
scenario_4536,10605.720566051616,9059.681570942215,14952.869054731334,11441.680841577534,9609.583747154298,18511.142743395834,1628.4165798443537,9536.716230949525,31255.48425358869,25088.9426957505,29834.800088719614,40699.56755926337,47110.69773903076,53448.70466413717,48205.515199997986,59093.24420994543,43029.36580862118,47122.02719901706,43557.676229368975,46863.215351012994,40984.872484906584,30316.88482922556,18596.693183876152,18453.93378906267
scenario_1379,10064.983884837995,12548.545666580747,19769.040068451282,17954.292683853208,13085.125744478537,23376.83432486167,17178.11669316509,27340.03558912211,29584.15233280976,31570.5683994915,34860.11804631929,35779.362866196956,48295.99967791608,47880.80729614954,49987.23899302411,54191.01046497087,51116.59169367327,50445.301423365934,50622.30101882055,52372.16813918641,48015.76380201292,31115.7478251709,21824.339717520885,14689.866114535173
scenario_0753,17037.219251205475,17997.48318755301,10089.727751489481,15446.401005817941,24278.998976047693,25020.701582130063,21451.342841263537,41492.863649168685,45118.704016391035,51027.726695680685,48545.794593510196,55078.78604725812,44481.68074276914,55962.980634647,47972.160798644574,56396.3341058697,50970.24409507119,54414.62929454971,43578.64798486003,29192.604046385655,25846.561001812257,38552.34038596101,35920.18420489626,27615.10519333064
scenario_3096,24618.358742868095,12585.62528891881,18861.97388758543,28785.91414863218,16165.489399924209,12469.203735495448,31503.34491662089,32459.876324987323,42085.32262476957,47719.35329480994,29108.86877249892,43573.989192105684,47370.21483116099,50168.002164695004,51067.10612940819,58452.888418646784,51027.89862371702,48741.14344052271,45960.65020643922,44465.01682173099,36873.57271134248,40481.03933732958,44479.070916854085,28685.892014918543
scenario_5738,12061.527773169415,13036.182581493522,11743.862529297607,13246.03609069933,11624.301242362948,20725.66530229545,18650.026416249046,36717.13238392668,29102.778751754002,45849.327378787435,46595.96656885925,54344.20196297907,54635.81992976527,47348.38902575403,54038.74575696926,60719.40477585552,52332.08346361179,55460.462196048305,62920.053941182785,30746.71857079038,30873.76591904085,25715.33156618769,20618.145868742766,10229.45741809222
scenario_2492,34894.6322523291,38158.27450363847,19725.710684923073,23447.02564000799,39919.14156652262,44695.67842763118,43061.744553829354,44980.44442133965,45750.45015397379,51950.35528704283,44876.92903710095,57781.09885214529,56634.431975491294,54278.78922914695,56569.339192870735,50163.119192470025,59824.62555111229,61142.03291546127,59808.99421680551,55572.787051366075,52774.00102093788,36446.408251118584,41749.43774945064,32714.660135283713
scenario_7415,34421.32980500823,36207.844626704464,35631.47761119117,35723.448547579,32493.53131079831,33014.943462800475,39808.98489763712,29092.564094633857,37028.219283195,42532.18556435964,36559.793969413346,47685.38146903211,35976.32389864212,46662.258806987134,58291.375651614915,44625.727192624574,36785.73708613581,41986.74061008082,54199.28203160828,48407.82408216836,44736.39064205105,48989.84517345887,47806.67625318085,40869.95244372309
scenario_5670,42070.30659825937,28936.142760542105,27127.906445183322,39596.80023314493,36543.71940171467,42492.69441129071,37489.853329876685,42945.55760408373,45040.73836274402,40794.02193072309,51886.92211253706,57152.16002653894,55692.69285525335,56601.22804909033,61523.897694678075,63327.17377106326,63627.30670817527,61098.58733393603,53235.30686736708,52335.554721422115,50178.401000624486,43179.41040249463,39093.346993964355,33239.162265396
scenario_1557,30807.04462139964,34158.73994168085,22588.56525913766,27134.99956113495,29718.424444882032,33050.17725745931,30356.06479999462,51014.80557934153,48246.09301290761,53368.83229494349,58238.214314828016,60111.53530792179,62942.50529756492,51915.572417586875,61199.34989068879,54489.57471536201,57898.48855257117,54105.47506609373,40587.57716447365,48887.545546308036,43863.42328610348,48350.1068570449,52523.26884225025,37337.08947219992
scenario_1478,9891.428022316653,14231.881271015118,19495.795290341437,25828.96946531855,25695.905760178826,29384.58254527941,26886.917841219572,36643.733414377246,42132.301073038245,36449.602096006245,34163.67167918947,37429.339248308024,34537.90614670734,45221.46860306635,39070.55044555213,46565.38815051477,44990.08273148288,43462.670562220934,50733.66854361802,39679.09827832149,44427.89556284478,27891.010123440043,23135.90623776317,21432.4277088191
scenario_4237,31821.05681154906,37202.74037818274,36451.4209901306,14628.549862025757,34948.689866660745,37765.194266496605,42021.88846412576,42811.99490635808,43117.60688688992,50182.32647740078,50781.50549933275,52131.8926400568,55696.21762393625,57473.052737038895,61252.23573142798,60936.671611786776,63439.89493926692,62279.95906201281,62267.019726886276,53536.019554539285,55973.24090643998,49029.39056628232,31135.817739186627,37333.96144541094
scenario_1771,3428.7782894539705,10003.68013954271,14996.526513303608,10794.926091493253,14513.414298430009,1000.0,12760.019877231307,15988.837521653897,26186.5608144267,31063.64655286294,29500.239819930084,4371.832007750258,43806.83766410048,31405.900123216066,28260.30679910783,52250.05472052501,55969.7922342954,58478.88398959358,59631.036939803584,41950.49760797587,33941.19532652832,32879.864827883954,24102.51115610727,19388.934131835493
scenario_6436,36190.33714414069,26673.961537775656,8248.836283384102,28416.304729478827,23894.710287036673,35876.24773430467,34891.55864117073,40305.297778889515,43557.93372308648,48878.641030568164,55064.51846730827,55912.9254622011,59589.30416600669,62269.504436675525,65888.22159560097,60740.20921834349,66691.80183794697,62497.01948178314,60853.266359521636,54699.13273301527,58296.68657302271,57169.278697561975,51092.74082547076,38259.30982375509
scenario_1443,11949.095086629262,1000.0,8785.315797467068,10444.559343711182,1000.0,14650.051445160661,33414.802315045636,9631.561446059939,21987.94487382802,25203.648429902547,31635.732276990457,36030.592801936706,59488.61075130258,58174.828509528685,50656.27871226468,55852.895280270095,54133.43465411132,42962.3795423354,49048.67629531756,39149.46964302271,22605.796498733805,27235.432785016346,19727.001696371553,14235.862451621753
scenario_2635,40034.02889043258,24635.751407647604,29928.233095610893,30088.181580778273,40621.95399732055,41249.64436493279,41785.49408364284,45092.17844896646,44877.73133932274,48836.22189028309,50447.938381495616,48446.400705989705,48312.187487319876,45768.383128022324,53482.93864040104,52707.94884915235,58504.21636874697,63621.274433623556,54867.93549942552,46685.02811540355,47677.29257564379,44372.538593210134,22348.429766632093,30698.998359448797
scenario_3083,13612.03740876745,14066.443754178857,5194.512853607885,15106.722871178998,23001.64483423469,23098.80068808235,30522.812652997665,38816.973278585836,49023.41740942735,46608.254678011595,48941.233995803384,53257.38134558952,49902.39775921942,56306.390984792255,56972.06671924374,45699.20021759244,61489.25363287554,51748.33400487825,46100.41232667354,41483.03775670003,32212.466359532023,30325.776984683274,20516.941695818565,29313.834065972653
scenario_3696,20437.485053715278,11194.496070058623,6299.116363288194,1000.0,1386.8187039455152,12506.320382085345,3256.017533623069,16575.829580101672,27367.126114828232,31066.850503598347,33872.55610261621,52113.805365620225,51362.81898601107,53058.81459113206,48402.510421433435,56595.029923662456,52978.043225307585,53718.13929799719,53176.4062514571,47767.553378723416,39732.51831469704,38577.77633256066,26771.707523480592,19820.317620231523
scenario_0153,20169.88718071395,17700.897761544955,12872.676949694032,16494.94374005712,11170.604335342403,11848.08892908044,7287.4505881102405,9541.472288073586,4709.077294569955,26254.041255809083,43999.19514098689,39364.946430526514,39893.98255924379,21246.130490839605,16414.415559200614,14149.460688295798,18653.204218604857,22694.976700224917,39893.13705759742,26933.971773590478,37433.8462262406,26154.146082362342,22546.36495115718,9606.499807476677
scenario_0537,19469.748597319733,24545.555032565615,26836.061324110167,34439.29496884405,22700.804150556654,24910.57863291932,16368.5208090113,18023.54746271317,28490.467410044,26879.373464083972,29341.84072452894,40938.71527334872,43015.5565434808,45175.30535350187,11790.92327539639,13249.098556653473,26251.264747785528,20371.2430078015,27109.802464060496,29994.120065033272,25977.372512569273,24475.062465224448,27901.406951726498,12519.285371386693
scenario_1218,15967.426755028035,14308.554836467061,10441.573567610052,12008.228976824845,14011.439600931895,24372.502843163566,25123.137813894766,25309.587186788118,39046.58731075862,39923.179220450445,40928.648154090915,44212.411238749984,44884.32296885196,49997.26829104853,40029.29020176769,50933.674454095264,42897.02587221402,39386.360851783254,30933.459595134365,25257.888773942046,26790.718175897215,9303.513326325614,6653.826893918449,11577.675119810941
scenario_2665,24379.494424502478,19601.634311156213,18757.812384894838,17694.225042371043,13285.136265478308,21310.628663865835,24547.842258347504,29082.7552979857,46367.14677541863,47898.83528877872,47298.207500477496,50728.74823127183,52786.056834211144,51073.46838432496,52187.961260947544,51571.33490930117,56209.76192720446,48710.46948998998,54578.34628501425,27267.57937028124,39968.87713808295,26818.992589883983,38922.49991399188,5575.248738673654
scenario_1350,43474.99734244239,27823.88543154819,33139.934890596705,18683.807342643126,36075.43098865022,38443.23964398528,37218.11566865155,39940.09145902688,47106.4909983917,50712.80468351529,53079.39515366575,53802.603100899556,55157.77068208515,54337.81486395472,58467.8947779225,66338.21408475371,55664.412515427364,60926.32525585995,48746.3247562798,43203.65648326349,35038.15271847988,29126.877479812916,27445.30326645141,25496.533752352694
scenario_7373,47896.474315100175,44203.11319083439,40773.61317155257,39428.53401614448,32731.588180650382,44918.85264308992,43552.69976026624,43799.66093965618,50740.60804259918,48321.237472367895,54881.156763720384,58063.45332528834,59585.024498440485,63717.120794867034,58582.92920143781,68680.43147581076,60239.79412040498,56696.03538248831,63148.11235519645,62388.49534276434,61417.96211287348,55940.345236816385,38717.499029395694,33955.463103418006
scenario_1993,19460.004897751714,22403.342119916764,18705.297521130706,18189.559174077956,11762.160653250947,26905.195569524458,28250.527817249113,17492.39252692212,22236.13461199511,36309.55093669266,46397.50057557924,50276.23267308305,38814.71062029801,51651.639958121086,22068.810522145137,43604.340270786764,44581.72984178899,21166.747492847713,29972.618476498694,18512.01168439245,19428.04548272804,28114.675598865368,10342.197179644347,13979.114604062735
scenario_2838,20648.897390436345,26474.61836262717,20973.39550531551,30320.5560161144,28983.389727794987,15956.783382281075,19596.832671180426,25001.467384423653,36988.87214469265,31807.68030230546,29897.488115578155,43507.27844232042,40350.843215383415,41458.10665804179,59100.73106629462,58656.475171450424,42597.483106194806,28015.98101963074,52173.529229543354,47330.59020240826,22287.188899369838,27966.072489266808,14138.269867932031,1777.0554672358849
scenario_3484,9252.385907273994,13424.859031857675,10119.92313009024,13059.931898746803,13284.816278073311,25021.18682196402,31250.772560047742,20621.944661320143,43432.1042296948,48334.53210797476,47312.972002964874,47286.978784929655,52582.25459482685,58413.06315634948,55126.949297746105,45195.87465845715,62513.56417076093,64090.772176967286,61047.81934536899,40786.54903570994,47732.8217325631,42438.09439961876,29859.416612416233,22860.268753716467
scenario_1887,31004.759963855628,32256.248218856403,46707.75086417244,26504.377899616862,17816.47720084036,29520.752323222405,21470.25646746733,46781.98405400704,41270.37148816725,41569.78318083017,37580.76226206993,47210.89159404683,44706.37272639137,50506.11614041949,42059.56734812643,53615.13201240248,55524.32203418562,54760.24331594442,67460.33917163927,52823.7881831032,56405.792688214926,40382.89382342722,44883.70216448619,37767.32141576133
scenario_2106,24680.409228230248,17031.028485230196,15625.772868121589,12880.146514150252,30140.076146886757,22220.885561759922,34341.43496521078,38026.27324898841,42780.067434179786,39454.137285443656,41950.98774183841,48427.311281849754,38286.48082642243,51574.88239712335,48153.39077424367,49914.43704425148,50600.03136475148,50638.26587154121,50488.74110104347,36343.59059922583,23901.16072002343,33559.20668128147,21295.628530107657,21159.67094855661
scenario_1994,5145.834617758064,6601.1155772542115,1927.4358247588534,16728.108847797463,4638.410880292133,15347.588665011113,30949.25973974224,29884.702455092476,36432.702068307946,21007.797505714065,27507.068714537876,44706.25749255339,32805.291182819376,28565.31723500089,11247.89963041732,31624.295621625337,24454.60371700608,32332.567258011924,25205.367032304268,28989.152936911032,26223.483867259743,28445.18647420161,29571.250234634306,24775.092250888836
scenario_5172,2993.5286401397316,18811.427476050427,11994.783877062415,13569.236885021492,21524.688746901018,41717.66830907101,28885.024798040242,24322.37126821702,47174.5220367871,47467.513820474946,52384.49904248094,48451.3964150549,53850.987893571175,53082.171028014694,54393.96384271319,50100.84520398879,46286.77822963101,58334.560287324544,50038.078803371696,48336.24048217165,38939.58802791387,41636.93192485104,24494.06601430974,22255.364516856862
scenario_4823,21093.226221865112,13997.050472147836,10093.989277438246,12348.106366521806,24444.714676632873,21271.175036655666,39213.11818469985,32049.791474082198,38781.927719617226,46437.95178980191,46304.566672920344,52949.02819993077,52172.426665286,62167.88748944082,61517.59532866875,51360.48623580742,46301.33379445683,52809.55694909557,58592.25107354335,50610.05052425903,43146.49204892438,33994.53287071521,39778.29858940853,25391.705243237902
scenario_1043,17376.36169356265,16068.249343376861,12033.34785928679,12993.530486666958,25964.501023556204,9364.768600116106,19411.436984939042,22684.107994241156,17616.564799266504,33328.697584843714,37472.94878400112,40033.87807483603,37066.392454602465,37659.479092448695,49485.31672433841,47964.99013568739,55198.10601587878,47732.915370296585,42722.67304616783,37514.269130687484,35192.83944187524,34175.92216326109,20283.50420898862,23036.47790038774
scenario_3528,10166.169604685383,11202.978101210116,16562.9908171211,9391.857713069192,12909.28428172438,21281.035915728306,14446.436597709624,21608.65032408706,28727.073508384397,41451.70483101637,44125.68357359998,36423.781052978025,47923.108198385795,55194.291953813765,50960.87682833748,57377.28171085256,52706.41723761295,39924.91545787398,46310.40757694824,39729.06292356409,37397.94896931,20509.903906429514,18256.287574990354,19542.1841114099
scenario_3536,47378.754618296654,45100.417008033335,47086.1285724138,44076.08203520973,39855.89067824682,45398.70344654647,38151.13525652076,44261.545505554226,49076.70411174539,51638.98170845743,53659.12574555659,57086.42103825889,53756.78741611894,58972.35667569445,58992.82239013081,45772.40121231027,50641.72367437459,48404.243174980926,62242.230785749605,56325.58046370278,50940.12399436275,43250.98001056186,51852.26493384281,50304.17568949085
scenario_7363,2904.1953230414,1000.0,1000.0,9706.6062484266,13228.192924150782,16002.474284089863,9590.756237571244,19798.12164621981,37050.692924906834,37402.75509168404,47041.89254446728,57241.139210303925,51781.00298910303,56320.41818048362,51010.54563939885,52339.33701439086,52710.99266762997,50362.60365496689,38604.846751501515,39034.495329347934,27065.083857988146,23321.3303197855,16964.747405314727,9784.254281253801
scenario_6769,3231.7971829177404,15033.66798150475,5495.261571477378,1000.0,12243.418209862248,29355.12132451844,14466.206577735142,23975.446572586578,26520.89324558691,33150.87785952256,45842.766945136544,33095.514995181,40086.61176397436,41463.16588258232,47531.20422567788,47393.23226371252,47749.3557116211,36161.10733074085,22768.34372398274,25753.996971855653,40681.18669511431,34916.88264520832,18471.055294047368,14580.63054185026
scenario_7045,15251.496778917175,12580.066880221064,14525.780513141646,27973.842957948207,21759.887361932444,23127.407030411654,31517.20412457025,28126.971062068093,46819.47403481413,48604.75657903365,50265.05511508325,48746.73773433952,57729.007580755984,58720.7865139639,57056.97605138768,55476.56074104075,55335.58501803657,62917.098350241125,60306.93891658729,53665.466969468354,52714.5884831971,43075.32094626481,36852.652882562696,40056.516160976644
scenario_3072,5366.121135005502,24001.291840775244,18523.526928267307,16692.868419068313,12556.955152135499,28164.102087092964,14219.560994104695,35750.046144808744,45690.53766388356,43628.05724710839,46835.57504071919,57056.95431162734,62275.18702276511,46131.77812463781,51867.63783277785,53924.577780525,66250.21082713945,58400.9524367872,66131.68039784687,54587.11700138586,42824.673056827116,29632.573709315562,22222.489335086397,25879.64636621666
scenario_2344,2898.1590686295094,11831.926137220922,1000.0,12435.476432039308,12987.763187650802,18404.550408836098,18762.19261694255,29996.161088135435,30848.579719090692,37937.59556651591,44576.47485646425,49005.99584426126,56511.86834673754,59085.77576522621,63001.72468351632,54870.50798899946,55913.33126968994,54773.57893513224,48310.786387609725,49261.23813411773,41957.04184102652,26364.03590740409,20114.609210747112,9960.448512891882
scenario_0322,24072.403514615395,21154.446624140437,23696.038548743738,30572.359178001658,24385.53303983545,27490.625516052653,27512.965087322777,33976.08429425083,50470.93315322131,49776.301291226046,50349.800952134276,50874.20826028834,52871.98387487788,55604.644879054154,62156.377768493316,62629.60909483302,59125.21442804747,67621.08085167182,66098.07059748382,62620.233055417244,54441.32549276875,34964.11890352285,19201.022331722517,14793.504951604547
scenario_3580,10494.831738613764,11214.228249907828,1000.0,12673.391625663007,8271.220505204132,10080.53638376826,10215.494380973047,3776.8185807058535,8283.826725599327,12508.223650176407,15082.396381754219,37362.07400882088,27055.678251868776,7026.755406490767,24038.217869576365,26969.419986554552,33598.70661214777,30063.57182345991,29267.232056386278,30411.0768995106,30515.165240424823,18036.425035544256,16839.412039677525,1000.0
scenario_2609,24927.765161351694,16160.968430169203,18234.564747222794,28203.86492244943,19707.49335294714,19537.518597720376,19285.6767994983,38197.65343080038,38712.272121736736,44111.964918761136,58234.62593744795,55994.24617461478,58962.68927441999,61317.97299987801,67038.20661345441,66628.3451452152,64099.776961410964,71213.39487414993,60789.45353331757,48090.55621921881,45009.28038863561,35353.988608804735,30207.57512958803,33525.55246277826
scenario_4949,12577.81810000199,9570.171056290783,14750.377454672242,13384.380508812112,11451.32224438979,23745.718523988195,9844.98862740863,34915.8547063454,42297.0761601159,40455.82629384886,45122.940275598165,53013.75192686551,48242.72292363341,52229.219757789564,52471.47674625732,49681.81991167321,53577.11774031519,44537.10939971536,41051.40034981877,53984.38993622047,46314.77535695465,34646.97963158905,41532.795917946,36457.33485652401
scenario_1800,5331.894823143884,3896.149376765141,11841.068082428355,8880.202977153032,14372.57288310643,10048.43454996647,12947.20812565249,17751.420353611127,36872.5702796232,26216.202156482508,31192.99408236329,32667.44461142227,33823.35331963085,23691.1434250987,35417.01642585291,36987.32069044866,33475.93131277349,31246.4892214194,27402.59225461589,18200.330184935214,26697.442873407832,20554.427491271505,1000.0,12634.856995335409
scenario_3004,15585.397674391526,11249.203324179667,11215.106748836915,15750.662371205231,21946.13988939492,9658.485639357175,12274.411160967516,31661.26312760015,37530.932864645074,42002.1290761403,39814.98401987209,46911.547323171224,46419.34980613495,46931.73595337944,54866.30059587791,55429.94745241586,56766.80984277808,55252.76113830163,46287.6462904498,49557.83121867381,49441.16024517598,25015.458470057798,30814.75935447467,20966.087480547027
scenario_0931,24161.6297710593,19114.5906188428,8072.9987099097925,15365.024005029423,14645.225856739395,11513.601932207683,13201.093066366433,42143.245876562156,46840.477683213874,50522.7178799056,52397.14582215043,55531.57010057358,62317.23650610354,59260.69887821266,66758.96490971105,67036.91526494539,72501.07456971658,67548.62856771325,61345.62515531503,57734.81385260787,52010.29511623427,31546.272768930037,28709.873269871532,19450.774384661723
scenario_4708,23432.171773978822,21623.768106500385,22119.5998468115,26372.455254933317,34789.122675534316,27437.0625692309,20972.53838344059,38070.85471194824,24435.083579549602,38754.15772590481,47072.39256880747,53537.55785438096,47478.29965322752,44702.07116913286,44406.19655872232,54991.262380579945,51143.67630299367,41981.02575914433,52645.6445046063,53172.86799770483,37865.779331236554,53439.731746063786,44821.514446361216,39797.89994702764
scenario_7220,17515.410104770508,10391.861667497877,27025.80923244328,13658.337969373584,17663.92767761207,23893.058916455993,19501.439838852515,25691.111211916053,34485.08707931991,46839.933338247996,44065.199449537526,1000.0,39296.3933187707,46653.874752006974,39421.538013336336,45849.9115171111,50166.624258041695,34481.35254829314,38502.473658526265,42950.54443454145,36714.20745682206,15821.97135707685,25682.098864079016,12064.950919362927
scenario_0084,2314.7242349584194,1549.9033493052411,8129.015327640307,3888.472282003597,17754.261250995387,22389.943386919334,17448.84076029128,17559.453755743554,24195.896204685127,24474.065098625615,29975.576654236356,45171.348995371314,40153.12282941847,52134.75879062384,58070.713693267346,53104.94625616263,56427.403315742034,56746.80788565216,48909.036515100604,52312.767293284676,32880.15097016019,33249.26270455936,38038.118241836215,25377.08601340097
scenario_5397,35120.550708517345,22867.544117315723,22624.863214503257,19785.113129713074,29128.01549367799,15446.351456727883,30800.362435988478,30699.67872200868,44753.245413715274,50901.63316311532,54613.324015069644,52006.65391686489,57396.231311024334,59397.607034001405,52229.35322013852,62717.83367140857,70500.96109058463,68305.55765716289,62862.950564712,56880.822195961344,57952.83747818261,51292.64109853803,39548.56420299059,41238.58604893234
scenario_6557,9040.30041272533,15553.233000821736,27298.14644603445,28297.891083269416,33439.33526327458,34452.26642631741,36694.690493638984,31954.365276376237,34590.62585675567,42632.08591489127,48359.30160561992,57029.951095384095,43123.925329136284,36440.801352091206,39899.654755326716,36032.9546721873,48195.88738216887,51645.81325033851,56378.54684104438,50881.857981580026,36798.77419178099,44152.71358513689,33443.296328870434,42125.61006346844
scenario_0109,28489.25477044245,37288.92793463759,32567.94839412959,26701.96083374892,23772.876700965455,39819.64743245976,34686.47274301986,40736.57225853147,44597.91451761882,48836.53875109442,43571.40702216922,50464.27526008156,41246.49758647026,53894.56911374258,51128.60297795691,47935.09328499327,51051.09892741773,43186.30431116404,55315.330202329016,62810.63414949,59796.65317738536,47642.81650105752,33588.1159667387,17516.781522961115
scenario_2556,25253.26475958436,25836.56847582592,28621.191617903594,10043.895162976372,20722.269782871746,33147.35000578529,24866.51322575892,32958.023217289345,37717.065736715645,39080.37733049303,32128.819192662435,33843.856537396954,24558.331809053132,42150.24597220649,51534.9140762991,44232.43380432273,29618.853968779138,37222.22015851701,35022.2683765694,39871.11986203317,44842.20741540716,26759.747316450947,38681.70900987455,32831.315852837826
scenario_6139,9027.59141119379,14749.204798128936,20381.90778808037,22393.359695977528,33916.43716766851,21016.324130809004,18256.947547487187,44136.059979668375,23280.483262483467,32975.37675906779,32877.970531735096,36556.625165306585,43163.932352850534,29059.171756192067,45610.94234806393,27879.529629719626,22819.907456934845,43059.274124827025,32216.046622620346,12239.400962608297,26124.126949955185,20203.160492147457,13496.375183491473,6142.627198863527
scenario_5303,21739.07073243604,17400.21552597214,15226.457300014117,14903.314580044509,1000.0,16773.051726482507,19406.261074247835,38169.47327469117,45153.52420507755,59033.10962852465,55097.19835468297,64669.5158992706,60633.622311112355,67467.7340749123,70591.66043206528,69973.93526238955,69259.20926715968,69140.83608617843,60294.0218844401,50517.37344352339,37223.683467532326,33958.44599545256,33862.04799410447,24718.132770861594
scenario_5098,19735.347163830527,21244.373544589904,16970.51601218897,14633.343710275043,15850.783238178963,29769.318178025496,43680.95357989134,45841.62726661057,39562.24482718436,47270.22709956499,54795.002609401345,52636.521116787546,63701.07471936408,61448.476160405495,59298.84601115197,56397.77752607553,54018.095029890435,55685.95904872693,56226.22059793145,57351.358364763386,45069.929331929896,36385.83054440249,32018.278203541275,38433.51160853426
scenario_4028,12276.631513540564,16788.288423914335,14399.380434851217,7959.624963266986,12930.298832591405,16559.462924457042,18754.391105782037,26688.483120946163,41619.53417697742,51391.49025958061,41316.76186648331,53232.535149416864,58297.7820981253,53072.82777596409,53019.02379999914,64476.472958572485,59510.89756504984,61208.7843207247,65740.80211473645,35848.04136187515,42560.38040066129,34746.414232169045,28332.076666623638,21288.175301402513
scenario_7488,27125.967998499982,23522.76317226454,24012.737997777913,37329.07433236355,37488.854109415006,36216.74395778336,35529.29841543111,29651.210550692922,35050.86817790037,38378.88889041437,36650.18691565185,41253.206068296655,40891.36681682139,51610.87238544651,31941.27167100033,49846.309529705715,39340.48625685795,45305.1459303742,41287.8755280972,54221.403383987265,36842.08097989225,25196.0433375753,34337.636310510665,32208.39229828725
scenario_4624,3188.708983173179,10706.014130050025,12832.159294703073,11626.200981024162,22026.650829636932,16274.27353547984,12359.911038769595,29116.612113462084,44792.97462421478,32371.721520300438,35476.09802026979,38246.326612064906,39709.938403223314,37330.02026642085,41677.837345827356,25728.382387593043,44386.70509890531,58143.29235851977,40906.42568098206,30871.545337057,16761.23181583624,20333.596288520916,25767.045798532705,19972.777729217152
scenario_1647,23066.62016243373,24854.624449276715,17915.58303318515,17925.34018493601,23424.787199794788,10452.180707405498,37088.657994027286,25846.69963119611,42798.01357910999,45746.81309990162,43280.17368850936,44359.20554428798,52624.32204255576,52186.4008049451,50073.625861291745,46133.84716540598,51113.50357095281,46653.64803417451,38111.282015073535,50706.744682373916,47501.213890517276,43668.21261359105,33403.6205589715,27735.47103771559
scenario_5759,2197.0418039871292,3438.423155673343,1685.8728306908451,1000.0,1000.0,1665.4401319398312,19022.164599099746,8575.392812275695,26361.27351593978,36275.22263832543,46999.03680340084,47080.44923742375,50757.58284343187,51177.475660318574,51077.33783169526,53625.199963870764,49254.24189782728,45123.77094284154,54140.475312765455,42437.94347796465,42733.86923636685,36958.591044746034,36193.970873171726,42065.403248881776
scenario_2435,18884.217245451422,14962.001255518622,13275.974927740412,17108.208731702824,26953.461918733286,30505.04974882643,35835.83943398399,32218.059398612113,44116.62661149353,56683.65801552436,45178.84339209888,40569.0276297624,51837.19892755899,54566.95158198681,58577.056112930855,54955.20594851588,55315.580127973866,53199.59877573703,49026.7922634468,50385.21308181423,49943.63851792129,40108.44755459979,39309.187097971495,31069.751812167917
